ular.0.index	ular.0.Term	ular.0.NES	ular.0.FDR q-val	MeV.1.4.11.index	MeV.1.4.11.Term	MeV.1.4.11.NES	MeV.1.4.11.FDR q-val	MeV.1.4.13.index	MeV.1.4.13.Term	MeV.1.4.13.NES	MeV.1.4.13.FDR q-val	MeV.1.4.15.index	MeV.1.4.15.Term	MeV.1.4.15.NES	MeV.1.4.15.FDR q-val	MeV.1.4.2.index	MeV.1.4.2.Term	MeV.1.4.2.NES	MeV.1.4.2.FDR q-val	MeV.1.4.20.index	MeV.1.4.20.Term	MeV.1.4.20.NES	MeV.1.4.20.FDR q-val	MeV.1.4.21.index	MeV.1.4.21.Term	MeV.1.4.21.NES	MeV.1.4.21.FDR q-val	MeV.1.4.4.index	MeV.1.4.4.Term	MeV.1.4.4.NES	MeV.1.4.4.FDR q-val	ular.2.index	ular.2.Term	ular.2.NES	ular.2.FDR q-val	MeV.1.4.6.index	MeV.1.4.6.Term	MeV.1.4.6.NES	MeV.1.4.6.FDR q-val	MeV.1.4.7.index	MeV.1.4.7.Term	MeV.1.4.7.NES	MeV.1.4.7.FDR q-val	MeV.1.4.8.index	MeV.1.4.8.Term	MeV.1.4.8.NES	MeV.1.4.8.FDR q-val	MeV.2.1.index	MeV.2.1.Term	MeV.2.1.NES	MeV.2.1.FDR q-val	MeV.2.8.index	MeV.2.8.Term	MeV.2.8.NES	MeV.2.8.FDR q-val	MeV.3.17.index	MeV.3.17.Term	MeV.3.17.NES	MeV.3.17.FDR q-val	MeV.Proliferative_Fibr.0.index	MeV.Proliferative_Fibr.0.Term	MeV.Proliferative_Fibr.0.NES	MeV.Proliferative_Fibr.0.FDR q-val	ytes.0.index	ytes.0.Term	ytes.0.NES	ytes.0.FDR q-val	ular.1.index	ular.1.Term	ular.1.NES	ular.1.FDR q-val	MeV.4.26.index	MeV.4.26.Term	MeV.4.26.NES	MeV.4.26.FDR q-val	MeV.4.30.index	MeV.4.30.Term	MeV.4.30.NES	MeV.4.30.FDR q-val	MeV.SMC.0.index	MeV.SMC.0.Term	MeV.SMC.0.NES	MeV.SMC.0.FDR q-val	MeV.4.4.index	MeV.4.4.Term	MeV.4.4.NES	MeV.4.4.FDR q-val
																																												45	mitochondrial respiratory chain complex IV (GO:0005751)	1.6483414475908815	0.0224838101121984																																								
																																												46	clathrin-coated endocytic vesicle membrane (GO:0030669)	1.6476682385747683	0.0221134067927462																																								
																																												47	tertiary granule membrane (GO:0070821)	1.6414019828129718	0.0234923454284022																																								
																																												48	platelet dense granule lumen (GO:0031089)	1.6359092726943467	0.0249392829956138																																								
																																												49	endocytic vesicle membrane (GO:0030666)	1.6217918265258486	0.0303882263384927																																								
																																												50	collagen-containing extracellular matrix (GO:0062023)	1.6208747126417855	0.0301705051469966																																								
																																												51	lytic vacuole (GO:0000323)	1.6201879497244391	0.0298050084906212																																								
																																												52	cytoplasmic side of endoplasmic reticulum membrane (GO:0098554)	1.6126120936486954	0.0325365174053132																																								
																																												53	extracellular membrane-bounded organelle (GO:0065010)	1.607496831895498	0.034339846062759																																								
																																												54	platelet alpha granule (GO:0031091)	1.6073667748720424	0.0337708472699591																																								
																																												55	autophagosome (GO:0005776)	1.6061649118320036	0.0337659042302533																																								
																																												56	extracellular vesicle (GO:1903561)	1.6023552837319266	0.0348473314725535																																								
																																												57	autophagosome membrane (GO:0000421)	1.5926582377153131	0.0385513916474901																																								
																																												58	synaptic vesicle membrane (GO:0030672)	1.5846645604527327	0.0415123065211875																																								
																																												59	exocytic vesicle membrane (GO:0099501)	1.5846645604527327	0.0415123065211875																																								
																																												60	integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556)	1.5843037422887771	0.0403532753272053																																								
																																												61	lumenal side of endoplasmic reticulum membrane (GO:0098553)	1.5843037422887771	0.0403532753272053																																								
																																												62	secondary lysosome (GO:0005767)	1.5820700982229932	0.0407599392628573																																								
																																												63	anchored component of external side of plasma membrane (GO:0031362)	1.5780295102381705	0.0422640192844455																																								
																																												64	heterotrimeric G-protein complex (GO:0005834)	1.5764344695987034	0.0422384010305857																																								
																																												65	autolysosome (GO:0044754)	1.574766859435886	0.0424903693109732																																								
																																												66	secretory granule membrane (GO:0030667)	1.5653587526323152	0.0471431222471756																																								
