MeV.Endothelial.0.index	MeV.Endothelial.0.Term	MeV.Endothelial.0.NES	MeV.Endothelial.0.FDR q-val	MeV.1.4.11.index	MeV.1.4.11.Term	MeV.1.4.11.NES	MeV.1.4.11.FDR q-val	MeV.1.4.12.index	MeV.1.4.12.Term	MeV.1.4.12.NES	MeV.1.4.12.FDR q-val	MeV.1.4.13.index	MeV.1.4.13.Term	MeV.1.4.13.NES	MeV.1.4.13.FDR q-val	MeV.Endothelial.3.index	MeV.Endothelial.3.Term	MeV.Endothelial.3.NES	MeV.Endothelial.3.FDR q-val	MeV.1.4.2.index	MeV.1.4.2.Term	MeV.1.4.2.NES	MeV.1.4.2.FDR q-val	MeV.Endothelial_Injury.4.index	MeV.Endothelial_Injury.4.Term	MeV.Endothelial_Injury.4.NES	MeV.Endothelial_Injury.4.FDR q-val	MeV.Immune_doublets.0.index	MeV.Immune_doublets.0.Term	MeV.Immune_doublets.0.NES	MeV.Immune_doublets.0.FDR q-val	MeV.1.4.4.index	MeV.1.4.4.Term	MeV.1.4.4.NES	MeV.1.4.4.FDR q-val	MeV.Endothelial.2.index	MeV.Endothelial.2.Term	MeV.Endothelial.2.NES	MeV.Endothelial.2.FDR q-val	MeV.1.4.6.index	MeV.1.4.6.Term	MeV.1.4.6.NES	MeV.1.4.6.FDR q-val	MeV.1.4.7.index	MeV.1.4.7.Term	MeV.1.4.7.NES	MeV.1.4.7.FDR q-val	MeV.Low_Quality.0.index	MeV.Low_Quality.0.Term	MeV.Low_Quality.0.NES	MeV.Low_Quality.0.FDR q-val	MeV.2.1.index	MeV.2.1.Term	MeV.2.1.NES	MeV.2.1.FDR q-val	MeV.2.8.index	MeV.2.8.Term	MeV.2.8.NES	MeV.2.8.FDR q-val	MeV.3.17.index	MeV.3.17.Term	MeV.3.17.NES	MeV.3.17.FDR q-val	MeV.Proliferative_Fibr.0.index	MeV.Proliferative_Fibr.0.Term	MeV.Proliferative_Fibr.0.NES	MeV.Proliferative_Fibr.0.FDR q-val	ytes.0.index	ytes.0.Term	ytes.0.NES	ytes.0.FDR q-val	MeV.VLMC.1.index	MeV.VLMC.1.Term	MeV.VLMC.1.NES	MeV.VLMC.1.FDR q-val	MeV.Epithelial_ECad.0.index	MeV.Epithelial_ECad.0.Term	MeV.Epithelial_ECad.0.NES	MeV.Epithelial_ECad.0.FDR q-val	MeV.Fib_CD34.0.index	MeV.Fib_CD34.0.Term	MeV.Fib_CD34.0.NES	MeV.Fib_CD34.0.FDR q-val	MeV.SMC.0.index	MeV.SMC.0.Term	MeV.SMC.0.NES	MeV.SMC.0.FDR q-val	MeV.VLMC.0.index	MeV.VLMC.0.Term	MeV.VLMC.0.NES	MeV.VLMC.0.FDR q-val
				31.0	negative regulation of cellular response to growth factor stimulus (GO:0090288)	-1.9079711776158104	0.024631996102445	31.0	regulation of fibrinolysis (GO:0051917)	1.8621233429658504	0.0398188657078779					31.0	cell junction assembly (GO:0034329)	1.9436504609715808	0.014357128298359	31.0	G protein-coupled glutamate receptor signaling pathway (GO:0007216)	1.941129821810642	0.0243072159093646					31	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	1.90186510608466	0.0008976166280303	31.0	positive regulation of cell junction assembly (GO:1901890)	-2.1515039117347934	0.0001320505131761					31.0	peptide biosynthetic process (GO:0043043)	-2.6408593376581644	0.0	31.0	regulation of trans-synaptic signaling (GO:0099177)	-2.0630670077162825	0.0041947517318946	31.0	negative regulation of viral life cycle (GO:1903901)	2.01549047827443	3.0352279203063755e-05	31.0	response to copper ion (GO:0046688)	-2.1614130045926325	0.0008002779402428									31.0	protein localization to chromosome, centromeric region (GO:0071459)	1.9252788550546625	0.0048711254286742																	31.0	cardiac cell development (GO:0055006)	1.9337385530347269	0.0431494112292632				
				32.0	regulation of vasculogenesis (GO:2001212)	-1.9082870879246376	0.0249544206081353	32.0	positive regulation of alpha-beta T cell differentiation (GO:0046638)	1.8619499669605288	0.0387980180171337					32.0	chloride transport (GO:0006821)	1.928371203034552	0.0186741919298371	32.0	synapse organization (GO:0050808)	1.9192414309164745	0.0315003830273129					32	negative regulation of leukocyte mediated cytotoxicity (GO:0001911)	1.9017536311336367	0.0008704161241506	32.0	translation (GO:0006412)	-2.1881722065373133	0.0					32.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.843046946550754	0.0	32.0	rRNA metabolic process (GO:0016072)	-2.105366462191063	0.0021851448415785	32.0	ATP synthesis coupled proton transport (GO:0015986)	2.011010468906131	2.9432513166607276e-05	32.0	cellular response to copper ion (GO:0071280)	-2.221873497235847	0.0001270282444829									32.0	protein depolymerization (GO:0051261)	1.9167697624405085	0.0064571462806925																	32.0	regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	1.9272620751415483	0.0470164442149934				
				33.0	porphyrin-containing compound catabolic process (GO:0006787)	-1.9209083658673525	0.0212943101551619	33.0	camera-type eye development (GO:0043010)	1.86114792677113	0.0381678074996027					33.0	dendrite self-avoidance (GO:0070593)	1.925977105481148	0.0188434592780803	33.0	sodium ion export across plasma membrane (GO:0036376)	1.914323953348712	0.0327729073147588					33	regulation of interleukin-6 production (GO:0032675)	1.9010994739677989	0.0008749876374077	33.0	peptide biosynthetic process (GO:0043043)	-2.328263368062654	0.0					33.0	cytoplasmic translation (GO:0002181)	-2.8909301515332144	0.0	33.0	modulation of chemical synaptic transmission (GO:0050804)	-2.1540379791864432	0.0008524094428449	33.0	retina homeostasis (GO:0001895)	1.982067111446204	0.0001999679571025	33.0	nuclear-transcribed mRNA catabolic process (GO:0000956)	-2.409959642698733	0.0									33.0	regulation of nuclear division (GO:0051783)	1.9138377461382	0.0071451301657148																	33.0	regulation of cardiac muscle cell contraction (GO:0086004)	1.925970250109033	0.0467136930079007				
				34.0	heme catabolic process (GO:0042167)	-1.9209083658673525	0.0212943101551619	34.0	regulation of steroid metabolic process (GO:0019218)	1.8597601878225016	0.0377779720754223					34.0	synaptic vesicle exocytosis (GO:0016079)	1.9254859020594053	0.0184626829967625	34.0	synaptic membrane adhesion (GO:0099560)	1.912762788387005	0.0324923824711834					34	regulation of B cell activation (GO:0050864)	1.9007729104654605	0.0008499879906246	34.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.484219562806945	0.0					34.0	cotranslational protein targeting to membrane (GO:0006613)	-2.9267358177017395	0.0	34.0	nuclear-transcribed mRNA catabolic process (GO:0000956)	-2.1834314485594426	0.0003234589403652	34.0	ribosomal small subunit assembly (GO:0000028)	1.9802984876749716	0.0001942545868996	34.0	translation (GO:0006412)	-2.4899935440622767	0.0									34.0	negative regulation of cell cycle process (GO:0010948)	1.913217505686528	0.007035741044699																	34.0	regulation of calcium ion transmembrane transporter activity (GO:1901019)	1.922891136344197	0.0481856950931042				
				35.0	cell morphogenesis involved in differentiation (GO:0000904)	-1.922502798414773	0.0216989363384645	35.0	positive regulation of lipid transport (GO:0032370)	1.8582560644480184	0.0382896906994046					35.0	regulation of regulated secretory pathway (GO:1903305)	1.9237936597239076	0.018431411514722	35.0	protein localization to synapse (GO:0035418)	1.9110153935668863	0.0322638781154092					35	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	1.897957226812404	0.0009118645110149	35.0	cytoplasmic translation (GO:0002181)	-2.6976843815380755	0.0					35.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.9331443758099125	0.0	35.0	response to copper ion (GO:0046688)	-2.205910093381671	6.900457394458716e-05	35.0	inner mitochondrial membrane organization (GO:0007007)	1.9743804069538733	0.0002428182336245	35.0	peptide biosynthetic process (GO:0043043)	-2.7092632317991443	0.0									35.0	negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	1.912396599258838	0.0070936483784002																								
				36.0	positive regulation of angiogenesis (GO:0045766)	-1.92600460213254	0.0210033755472807	36.0	negative regulation of lymphocyte proliferation (GO:0050672)	1.8526216396880653	0.0419220447046073					36.0	synaptic transmission, GABAergic (GO:0051932)	1.9213934933383143	0.0187000081901949	36.0	central nervous system neuron differentiation (GO:0021953)	1.9104517983953104	0.0316223130630739					36	negative regulation of lymphocyte proliferation (GO:0050672)	1.896672032701871	0.0008872195242307	36.0	protein targeting to ER (GO:0045047)	-2.7493720091617737	0.0					36.0	protein targeting to ER (GO:0045047)	-2.9409923482690825	0.0	36.0	cellular response to copper ion (GO:0071280)	-2.246982805676783	0.0	36.0	mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	1.9649049118740152	0.0003675086779181	36.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.7517378071548757	0.0									36.0	DNA replication initiation (GO:0006270)	1.9120379402596448	0.0069915635825019																								
				37.0	smooth muscle cell differentiation (GO:0051145)	-1.9260711515587403	0.0214520457859409	37.0	positive regulation of leukocyte migration (GO:0002687)	1.8501799169474549	0.0425666749946875					37.0	zinc ion homeostasis (GO:0055069)	1.9131240488493213	0.0209660474274853	37.0	synaptic vesicle cycle (GO:0099504)	1.889385035550641	0.039436931465624					37	regulation of T cell activation (GO:0050863)	1.8871477308660425	0.0011338315301436	37.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.760501112004973	0.0									37.0	glutamate receptor signaling pathway (GO:0007215)	-2.2504072664976	0.0	37.0	cristae formation (GO:0042407)	1.961995355671014	0.0003578373969203	37.0	protein targeting to ER (GO:0045047)	-2.796462328175739	0.0									37.0	establishment of mitotic spindle localization (GO:0040001)	1.9059159462448856	0.0085094688339661																								
				38.0	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	-1.928420489104277	0.0209238148363555	38.0	negative regulation of nervous system development (GO:0051961)	1.8501672521114656	0.0415014221824875					38.0	neuron cell-cell adhesion (GO:0007158)	1.9122519300774656	0.0207921678589244	38.0	sensory perception of chemical stimulus (GO:0007606)	1.8885920468955837	0.0388125078523378					38	regulation of myeloid cell differentiation (GO:0045637)	1.8717952745506852	0.0019464800138973	38.0	cotranslational protein targeting to membrane (GO:0006613)	-2.800263838966464	0.0									38.0	anterograde trans-synaptic signaling (GO:0098916)	-2.2712335550642084	0.0	38.0	negative regulation of viral entry into host cell (GO:0046597)	1.961493966412684	0.0003486620790505	38.0	cotranslational protein targeting to membrane (GO:0006613)	-2.841822586832349	0.0									38.0	DNA synthesis involved in DNA repair (GO:0000731)	1.904403455128551	0.0086952113489482																								
				39.0	positive regulation of interleukin-2 production (GO:0032743)	-1.93406117208971	0.0194690835704337	39.0	triglyceride homeostasis (GO:0070328)	1.8471919567627435	0.0429417887762263					39.0	calcium-ion regulated exocytosis (GO:0017156)	1.90774744389151	0.0218090442899258	39.0	regulation of gastrulation (GO:0010470)	1.8863259004326876	0.0388259610612988					39	toll-like receptor signaling pathway (GO:0002224)	1.87096968015356	0.0018978180135499													39.0	regulation of cation channel activity (GO:2001257)	-2.2798594090599265	0.0	39.0	cellular response to zinc ion (GO:0071294)	1.9613355294500423	0.0003399455270743	39.0	cytoplasmic translation (GO:0002181)	-2.8941284526871445	0.0									39.0	antigen processing and presentation of exogenous peptide antigen (GO:0002478)	1.8968736731569131	0.0110895834227264																								
				40.0	positive regulation of cell-substrate junction organization (GO:0150117)	-1.9369873577053915	0.0189898310615861	40.0	regulation of fat cell differentiation (GO:0045598)	1.846743459886443	0.0422184182974288					40.0	neuromuscular process controlling balance (GO:0050885)	1.8981763696280949	0.0242562970840869	40.0	sensory perception of smell (GO:0007608)	1.877485565393332	0.0417500652480182					40	positive regulation of leukocyte migration (GO:0002687)	1.8684609604288065	0.002001653804667													40.0	chemical synaptic transmission (GO:0007268)	-2.326986906281947	0.0	40.0	cellular transition metal ion homeostasis (GO:0046916)	1.9591686885441464	0.0003316541727554	40.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.9093681892794505	0.0									40.0	interstrand cross-link repair (GO:0036297)	1.896729062766004	0.0108797736611384																								
				41.0	artery morphogenesis (GO:0048844)	-1.9465079842108	0.0165306941056368	41.0	cellular potassium ion homeostasis (GO:0030007)	-2.1690162237200803	0.0111777361340799					41.0	response to ethanol (GO:0045471)	1.886748579483184	0.0280692822796309	41.0	positive regulation of cell communication (GO:0010647)	1.8727988870995853	0.0433637764910017					41	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	1.8579025741141413	0.0031019676669348													41.0	cellular zinc ion homeostasis (GO:0006882)	-2.331420411662166	0.0	41.0	regulation of viral entry into host cell (GO:0046596)	1.9505747285092452	0.00043938537513													41.0	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	1.8957513495758915	0.0107979425633154																								
				42.0	regulation of leukocyte chemotaxis (GO:0002688)	-1.9546119414682772	0.0152073326084347									42.0	translation (GO:0006412)	1.884208632687822	0.0283511619642572	42.0	calcium ion import into cytosol (GO:1902656)	1.861964158445988	0.0475410593290652					42	regulation of interleukin-12 production (GO:0032655)	1.85518171514246	0.0033161119281387													42.0	zinc ion homeostasis (GO:0055069)	-2.343915732608904	0.0	42.0	mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	1.9479424379241257	0.0004743425959176													42.0	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	1.8957513495758915	0.0107979425633154																								
				43.0	positive regulation of neuron migration (GO:2001224)	-1.9573801846475585	0.0149765830486986									43.0	negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	1.879789686978468	0.0293724502221222	43.0	sodium ion transmembrane transport (GO:0035725)	1.8602489029511249	0.0473251022610656					43	positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	1.853728448422637	0.0033573193360096													43.0	translation (GO:0006412)	-2.5268385131537143	0.0	43.0	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	1.945701701690283	0.000485636467249													43.0	attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	1.8929469678748636	0.0113628186982226																								
				44.0	positive regulation of cell migration (GO:0030335)	-1.9585307626078856	0.0150403055510332									44.0	chemical synaptic transmission, postsynaptic (GO:0099565)	1.8746179118798296	0.0307161005195462	44.0	modulation of excitatory postsynaptic potential (GO:0098815)	1.8541192219393223	0.0490425521663928					44	T cell activation involved in immune response (GO:0002286)	1.8494847228108455	0.003715847882386													44.0	peptide biosynthetic process (GO:0043043)	-2.6428636908108536	0.0	44.0	regulation of complement activation (GO:0030449)	1.9452734529693303	0.0004964283887434													44.0	regulation of mitotic nuclear division (GO:0007088)	1.892799431522377	0.0112392870411017																								
				45.0	regulation of epithelial cell migration (GO:0010632)	-1.9703728779307423	0.0131095835358527									45.0	regulation of AMPA receptor activity (GO:2000311)	1.8528439038317737	0.0405498667249946	45.0	BMP signaling pathway (GO:0030509)	-1.832073003377387	0.0492968854368568					45	positive regulation of interleukin-6 production (GO:0032755)	1.8451456455163704	0.0039695840941466													45.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.681370378392343	0.0	45.0	regulation of humoral immune response (GO:0002920)	1.936535784548221	0.0006334388703248													45.0	microtubule depolymerization (GO:0007019)	1.88848007065276	0.0125991366314274																								
				46.0	regulation of angiogenesis (GO:0045765)	-1.971411206581877	0.0133038737731297									46.0	pteridine-containing compound metabolic process (GO:0042558)	1.8470072647816056	0.0428392689928773	46.0	positive regulation of glucose import (GO:0046326)	-1.8399352719911608	0.0450584467642667					46	platelet aggregation (GO:0070527)	1.8447324450945408	0.0039724310346875													46.0	protein targeting to ER (GO:0045047)	-2.790411682200057	0.0	46.0	ribonucleoprotein complex assembly (GO:0022618)	1.935102267310659	0.0006199614475519													46.0	double-strand break repair via homologous recombination (GO:0000724)	1.8873605406593812	0.0126838902063078																								
				47.0	cAMP-mediated signaling (GO:0019933)	-1.9731244068895752	0.0132126787193684									47.0	regulation of stress fiber assembly (GO:0051492)	-1.8702287031319489	0.0489182863847322	47.0	hemopoiesis (GO:0030097)	-1.8433180490128251	0.0438958699980606					47	natural killer cell activation (GO:0030101)	1.8437923230760385	0.0039965311771828													47.0	cotranslational protein targeting to membrane (GO:0006613)	-2.8614303322629477	0.0	47.0	glycolytic process (GO:0006096)	1.9329397386570677	0.0006272804368633													47.0	regulation of mitotic metaphase/anaphase transition (GO:0030071)	1.8865062109996584	0.0128342063599466																								
				48.0	regulation of cell junction assembly (GO:1901888)	-1.978030264086877	0.0127718062254977									48.0	intracellular steroid hormone receptor signaling pathway (GO:0030518)	-1.877209453921401	0.0490087020491922	48.0	artery morphogenesis (GO:0048844)	-1.8447740980248413	0.0437421556418933					48	immune response-regulating cell surface receptor signaling pathway (GO:0002768)	1.843096577238892	0.004124325964361													48.0	cytoplasmic translation (GO:0002181)	-2.9266085384404645	0.0	48.0	regulation of immune effector process (GO:0002697)	1.9299668429557335	0.0006541225885394													48.0	resolution of meiotic recombination intermediates (GO:0000712)	1.884856950086054	0.0132491227465112																								
				49.0	circulatory system development (GO:0072359)	-1.9789055819980947	0.0128160200007919									49.0	muscle organ development (GO:0007517)	-1.882075299815104	0.0467218681207272	49.0	mesenchymal cell differentiation (GO:0048762)	-1.8464255715076956	0.0433331618451001					49	positive regulation of lymphocyte activation (GO:0051251)	1.841205473487416	0.0042264920085543													49.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.942341408123476	0.0	49.0	regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	1.9199459880488772	0.0008935710997381													49.0	mitotic G2 DNA damage checkpoint signaling (GO:0007095)	1.8840847574826909	0.0132826262752954																								
				50.0	negative regulation of actin filament polymerization (GO:0030837)	-2.0000355460583648	0.009158843077489									50.0	regulation of smooth muscle cell migration (GO:0014910)	-1.884493799138896	0.0474033233440466	50.0	regulation of epithelial cell migration (GO:0010632)	-1.8496168547189	0.04216850492063					50	neurotransmitter biosynthetic process (GO:0042136)	1.839428225547016	0.004545912782854																	50.0	positive regulation of signal transduction by p53 class mediator (GO:1901798)	1.9102134690313788	0.0010855403385566													50.0	regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	1.8838191241206177	0.0131359844684815																								
				51.0	substrate adhesion-dependent cell spreading (GO:0034446)	-2.0047388825357464	0.0090014466631203									51.0	skeletal system development (GO:0001501)	-1.88918300951698	0.0459212319838922	51.0	negative regulation of epithelial cell apoptotic process (GO:1904036)	-1.850493199036633	0.0424520214682724					51	regulation of interleukin-4 production (GO:0032673)	1.837715163105868	0.0047346811148854																	51.0	translational elongation (GO:0006414)	1.905990465124245	0.0011767345167957													51.0	regulation of DNA recombination (GO:0000018)	1.8829188586053835	0.0134095465974305																								
				52.0	blood vessel morphogenesis (GO:0048514)	-2.0079738789303194	0.0089202218785352									52.0	mRNA destabilization (GO:0061157)	-1.8931125166607168	0.0454352930210997	52.0	positive regulation of cell motility (GO:2000147)	-1.851509566493286	0.0426356548425156					52	natural killer cell mediated immunity (GO:0002228)	1.8363452124808417	0.0048776148843914																	52.0	negative regulation of endopeptidase activity (GO:0010951)	1.9025657549185748	0.0012644874052899													52.0	regulation of double-strand break repair via homologous recombination (GO:0010569)	1.8774316287871524	0.0154874802870733																								
				53.0	translation (GO:0006412)	-2.0103067381438464	0.0088782626467024									53.0	actin filament bundle organization (GO:0061572)	-1.8965314089646936	0.045139593992677	53.0	COPII-coated vesicle cargo loading (GO:0090110)	-1.8539468173379583	0.0415759967543244					53	homotypic cell-cell adhesion (GO:0034109)	1.836116850715448	0.0048822745693926																	53.0	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	1.8980466911532108	0.0013849632584509													53.0	microtubule polymerization or depolymerization (GO:0031109)	1.8756876262338276	0.0161372823499971																								
				54.0	endothelial cell migration (GO:0043542)	-2.0158707739876105	0.0085995129076538									54.0	positive regulation of muscle hypertrophy (GO:0014742)	-1.8984612131901075	0.045944086895916	54.0	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	-1.8543730472504476	0.0421594188389837					54	regulation of cytokine production (GO:0001817)	1.8354994715950776	0.0048867648113029																	54.0	substantia nigra development (GO:0021762)	1.8845006897898624	0.0020308434084959													54.0	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	1.8741142212795323	0.0165071794023931																								
				55.0	negative regulation of epithelial cell migration (GO:0010633)	-2.02739425141203	0.0071830379554734									55.0	positive regulation of SMAD protein signal transduction (GO:0060391)	-1.905271518965065	0.043122774978307	55.0	establishment of endothelial intestinal barrier (GO:0090557)	-1.854559742030387	0.0427871844800031					55	regulation of cell adhesion mediated by integrin (GO:0033628)	1.8333995586995264	0.0049643695142087																	55.0	negative regulation of cell activation (GO:0050866)	1.880624363929975	0.002254740740799													55.0	postreplication repair (GO:0006301)	1.8733715942844	0.0165233312413386																								
				56.0	regulation of focal adhesion assembly (GO:0051893)	-2.0326248661144324	0.0069151300533503									56.0	regulation of muscle contraction (GO:0006937)	-1.9098909203709784	0.0417959203635898	56.0	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	-1.8587192989181576	0.0410118803792061					56	regulation of megakaryocyte differentiation (GO:0045652)	1.831635261361	0.0051112405485839																	56.0	pyruvate metabolic process (GO:0006090)	1.874728238562195	0.0026923004149243													56.0	spindle assembly (GO:0051225)	1.8716382234473583	0.0172516752770664																								
				57.0	maintenance of blood-brain barrier (GO:0035633)	-2.033562160937767	0.0071506819286469									57.0	odontogenesis (GO:0042476)	-1.9123091608102345	0.0432139962330688	57.0	epithelial to mesenchymal transition (GO:0001837)	-1.8600910991111723	0.0410176583905955					57	negative regulation of lymphocyte activation (GO:0051250)	1.8312519134692729	0.0050408027386926																	57.0	response to interferon-beta (GO:0035456)	1.864881067494407	0.003365963100588													57.0	DNA metabolic process (GO:0006259)	1.870447940926892	0.0175689307464141																								
				58.0	regulation of endothelial cell migration (GO:0010594)	-2.037233366025031	0.0070775291723436									58.0	eye development (GO:0001654)	-1.94115447857912	0.0274658905246447	58.0	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	-1.8602986520532945	0.041635221820926					58	myeloid dendritic cell activation (GO:0001773)	1.8303524134563296	0.0051640123685233																	58.0	mitochondrial translational elongation (GO:0070125)	1.8621961310342905	0.0035064599160691													58.0	protein localization to kinetochore (GO:0034501)	1.8666394908537345	0.0193509980967454																								
				59.0	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	-2.037940999570489	0.0073418766326214									59.0	regulation of SMAD protein signal transduction (GO:0060390)	-1.944974794513668	0.0272952949313239	59.0	negative regulation of small GTPase mediated signal transduction (GO:0051058)	-1.8622077546932048	0.041478853507827					59	T cell proliferation (GO:0042098)	1.8299633594972788	0.0051805302532038																	59.0	high-density lipoprotein particle remodeling (GO:0034375)	1.8618998773908315	0.0034642067997096													59.0	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	1.8644457870336333	0.0202998106516948																								
				60.0	positive regulation of chemotaxis (GO:0050921)	-2.0421389112442743	0.0070905921645406									60.0	embryonic limb morphogenesis (GO:0030326)	-1.950059377239876	0.0270065946964734	60.0	regulation of focal adhesion assembly (GO:0051893)	-1.8635883983704744	0.041417994576643					60	mononuclear cell differentiation (GO:1903131)	1.829922116882145	0.0051292378744592																	60.0	regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	1.8615733067650595	0.0034233390314275													60.0	recombinational repair (GO:0000725)	1.8597779631412528	0.0228214010317237																								
				61.0	positive regulation of blood vessel endothelial cell migration (GO:0043536)	-2.0479778383216507	0.0066879907450286									61.0	eye morphogenesis (GO:0048592)	-1.9551054320000247	0.0269683200441258	61.0	positive regulation of cell-substrate junction organization (GO:0150117)	-1.865288636547112	0.0414325323072771					61	regulation of B cell differentiation (GO:0045577)	1.8275091518720423	0.0053608808752412																	61.0	cellular response to interleukin-12 (GO:0071349)	1.8610392594838692	0.0034464523482188													61.0	regulation of chromosome segregation (GO:0051983)	1.8579590494087208	0.0237371246009519																								
				62.0	cyclic-nucleotide-mediated signaling (GO:0019935)	-2.049880169968023	0.0067743302481918									62.0	regulation of vascular endothelial growth factor production (GO:0010574)	-1.9591399015101845	0.0272487688604183	62.0	positive regulation of protein-containing complex disassembly (GO:0043243)	-1.866864632157957	0.0411561639905345					62	natural killer cell mediated cytotoxicity (GO:0042267)	1.8262865043770693	0.0055037536557689																	62.0	NADH dehydrogenase complex assembly (GO:0010257)	1.8604438891359447	0.003338750712337													62.0	mitotic G2/M transition checkpoint (GO:0044818)	1.8553007939878767	0.0252423331906711																								
				63.0	nuclear-transcribed mRNA catabolic process (GO:0000956)	-2.060330708342731	0.0056784827080431									63.0	actin filament bundle assembly (GO:0051017)	-1.966767938764666	0.0262717213713993	63.0	regulation of angiogenesis (GO:0045765)	-1.8685495328923325	0.0411928144085228					63	negative regulation of T cell proliferation (GO:0042130)	1.8261080102964564	0.0054498152416129																	63.0	mitochondrial respiratory chain complex I assembly (GO:0032981)	1.8604438891359447	0.003338750712337													63.0	DNA recombination (GO:0006310)	1.8523572833833204	0.0268041449785291																								
				64.0	positive regulation of endothelial cell proliferation (GO:0001938)	-2.0650104848745507	0.0052702257813211									64.0	positive regulation of vascular endothelial growth factor production (GO:0010575)	-1.969610908549876	0.027333205063173	64.0	positive regulation of cell cycle G1/S phase transition (GO:1902808)	-1.8705339515942767	0.0412034050309783					64	neuron fate commitment (GO:0048663)	1.821586717735992	0.0060919563678192																	64.0	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	1.855733171293764	0.0037356651326847													64.0	regulation of DNA replication (GO:0006275)	1.8481160540429429	0.029465924033355																								
				65.0	positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	-2.0680032787837903	0.0051264080003167									65.0	positive regulation of gene silencing by miRNA (GO:2000637)	-1.97439689714531	0.0277644328129561	65.0	cotranslational protein targeting to membrane (GO:0006613)	-1.8753121380957616	0.0393487909163848					65	positive regulation of interleukin-4 production (GO:0032753)	1.819362909619722	0.0063882326254628																	65.0	pattern recognition receptor signaling pathway (GO:0002221)	1.8524079241643097	0.0040911193301584													65.0	regulation of spindle organization (GO:0090224)	1.847123835774342	0.0298109107472441																								
				66.0	negative regulation of vascular permeability (GO:0043116)	-2.0688863619181186	0.0053840428639224									66.0	extracellular matrix organization (GO:0030198)	-1.9817168976527717	0.0276364861179655	66.0	bicellular tight junction assembly (GO:0070830)	-1.8824729282777608	0.0366003888862729					66	regulation of cytokine production involved in immune response (GO:0002718)	1.8174071497148103	0.0068134652362219																	66.0	negative regulation of response to DNA damage stimulus (GO:2001021)	1.8458344686396808	0.0046534121190129													66.0	establishment of mitotic spindle orientation (GO:0000132)	1.8458124531563225	0.0303064748804653																								
				67.0	extracellular structure organization (GO:0043062)	-2.0758351899130965	0.0048672708926084									67.0	bone development (GO:0060348)	-2.027507726639457	0.0151261426077753	67.0	endothelial cell development (GO:0001885)	-1.8852696416786985	0.0359428485590975					67	lymphocyte proliferation (GO:0046651)	1.816412386605978	0.0067736111930358																	67.0	negative regulation of amyloid fibril formation (GO:1905907)	1.84578454754296	0.004584979587851													67.0	protein localization to condensed chromosome (GO:1903083)	1.8447052246026856	0.030726498323552																								
				68.0	external encapsulating structure organization (GO:0045229)	-2.102176377360589	0.003688587058216									68.0	regulation of glucose import (GO:0046324)	-2.033038335863853	0.0157630328228396	68.0	secondary palate development (GO:0062009)	-1.8911579607299032	0.0338607976019998					68	negative regulation of B cell activation (GO:0050869)	1.81593339719599	0.0067943817641387																	68.0	postsynaptic membrane organization (GO:0001941)	1.845734145040746	0.0045326070276575													68.0	apoptotic nuclear changes (GO:0030262)	1.84041969456358	0.0340543187539013																								
