gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.Epithelial.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.FibCollagen.0	MeV.FibCollagen.1	MeV.FibCollagen.2	MeV.FibCollagen.3	MeV.FibLaminin.0	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
SLC5A7	Q9GZV3	True	SC5A7_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS067CF9C74	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
SLC5A7	Q9GZV3	True	SC5A7_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC055FABA12	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
SLC5A7	Q9GZV3	True	SC5A7_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC01A3A32AD	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC0BB122579	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS097EB096A	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS0DBFDDA4A	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS08FB3D7C0	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CS067CF9C74	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC055FABA12	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC5A7	CPI-CC01A3A32AD	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0014	0.0	0.0009	0.0	0.0	0.0006	0.0021	0.0012	0.007	0.0	0.0013	0.0	0.0	0.0	0.0095	0.0035	0.0	0.0	0.0074	0.0022	0.0	0.0023	0.0	0.003	0.0
SLC29A1	Q99808	True	S29A1_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS064B4FE21	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
SLC29A1	Q99808	True	S29A1_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS056D84EB8	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
SLC29A1	Q99808	True	S29A1_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS05357F38C	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
SLC29A1	Q99808	True	S29A1_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS07905F8F4	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS064B4FE21	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS056D84EB8	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS05357F38C	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS07905F8F4	0.0153	0.0074	0.0	0.0088	0.0084	0.0009	0.0014	0.0068	0.0	0.0237	0.003	0.0096	0.0029	0.0	0.0	0.0159	0.0193	0.0227	0.0457	0.0051	0.0047	0.0	0.0104	0.0057	0.0149	0.0138	0.0107	0.0	0.0338	0.0034	0.0	0.0012	0.0013	0.005	0.0
SLC29A2	Q14542	True	S29A2_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0BCAA5227	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
SLC29A2	Q14542	True	S29A2_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0FDA0F596	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
SLC29A2	Q14542	True	S29A2_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS016DD08B8	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
SLC29A2	Q14542	True	S29A2_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS04EFAFF1F	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0BCAA5227	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0FDA0F596	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS016DD08B8	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS04EFAFF1F	0.0	0.0	0.0	0.0006	1e-04	0.0009	0.0	0.0	0.0	0.0	0.0007	0.0	0.0006	0.0	0.0	0.0036	0.0	0.0003	0.0	0.0023	0.0003	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0079	0.0051	0.0	0.0014	0.0	0.0012	0.0
SLC29A3	Q9BZD2	True	S29A3_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0517F9783	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
SLC29A3	Q9BZD2	True	S29A3_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0F865E648	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
SLC29A3	Q9BZD2	True	S29A3_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0D17EA793	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
SLC29A3	Q9BZD2	True	S29A3_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS08D35C881	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0517F9783	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0F865E648	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0D17EA793	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS08D35C881	0.024	0.0074	0.0	0.0088	0.0084	0.0009	0.0078	0.0068	0.0	0.0	0.0132	0.0	0.0029	0.0136	0.0012	0.0058	0.0182	0.0114	0.0	0.0218	0.0045	0.0	0.0	0.012	0.0	0.0201	0.0116	0.0	0.0243	0.0097	0.0	0.0106	0.0308	0.005	0.0
SLC29A4	Q7RTT9	True	S29A4_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0521FD886	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
SLC29A4	Q7RTT9	True	S29A4_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS028B98B8F	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
SLC29A4	Q7RTT9	True	S29A4_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0985F2C10	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
SLC29A4	Q7RTT9	True	S29A4_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0F953F172	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0521FD886	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS028B98B8F	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0985F2C10	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0F953F172	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0014	0.0035	0.0	0.0	0.0002	0.0015	0.0	0.0088	0.0	0.0	0.0	0.0011	0.0	0.0	0.0042	0.0	0.0027	0.0028	0.0	1e-04	0.0	0.005	0.0
POMC	P01189	True	COLI_HUMAN	b-Endorphin_byPOMC	CPI-CS005209739	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0
POMC	P01189	True	COLI_HUMAN	b-Endorphin_byPOMC	CPI-CS040CDD259	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0
POMC	P01189	True	COLI_HUMAN	b-Endorphin_byPOMC	CPI-CS0FFD6263C	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.0075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS09E4953BB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS0CBA297C7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS0130E63E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS063480C92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A3	Q01959	True	SC6A3_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS09E4953BB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A3	Q01959	True	SC6A3_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS0CBA297C7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A3	Q01959	True	SC6A3_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS0130E63E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A3	Q01959	True	SC6A3_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS063480C92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS05C6641C3	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS07EDF2E81	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS0DEA717AA	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS01EE6EF03	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
SLC18A1	P54219	True	VMAT1_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS05C6641C3	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
SLC18A1	P54219	True	VMAT1_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS07EDF2E81	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
SLC18A1	P54219	True	VMAT1_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS0DEA717AA	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
SLC18A1	P54219	True	VMAT1_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS01EE6EF03	0.0	0.003	0.0	0.0006	0.0	0.0013	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.0044	0.0007	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.003	0.0007	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A2	CPI-CS04B5BF177	0.0	0.004	0.0111	0.001	0.0006	0.0011	0.0	0.0	0.0	0.0	0.0049	0.0	0.0036	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0018	0.0	0.0	0.0019	0.0	0.0	0.003	0.0	0.0007	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A2	CPI-CS0795A8A7A	0.0	0.004	0.0111	0.001	0.0006	0.0011	0.0	0.0	0.0	0.0	0.0049	0.0	0.0036	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0018	0.0	0.0	0.0019	0.0	0.0	0.003	0.0	0.0007	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A2	CPI-CS02C89A362	0.0	0.004	0.0111	0.001	0.0006	0.0011	0.0	0.0	0.0	0.0	0.0049	0.0	0.0036	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0018	0.0	0.0	0.0019	0.0	0.0	0.003	0.0	0.0007	0.0	0.0	0.0
