gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.Epithelial.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.FibCollagen.0	MeV.FibCollagen.1	MeV.FibCollagen.2	MeV.FibCollagen.3	MeV.FibLaminin.0	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC082B8E250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC061828A28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0A3EC9A9E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC060FBD218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0FC4FC314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC07B7FCAD0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC01F03407E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CC0691F9972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CS0F5400CAB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A13	CPI-CS0C8D4C311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076	0.0	0.0002	0.0	0.0	0.0361	0.0064	0.0411	0.0	0.0	0.026	0.0	0.0	0.0206	0.0	0.0587	0.0	0.0	0.0097	0.0	0.0	0.0069	0.0	0.0	0.0
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC040E1CB81	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0EBFB2C75	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC06EC43D04	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0A9F2B815	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0C8E212BA	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0B543FE10	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0BBE3CD40	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC06E90EA10	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0D95ADE5E	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC03E84DB89	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC07AB490D5	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC08C811E99	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC02B7B46B4	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CS02CC3D29A	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A6	P31641	True	SC6A6_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CS0DC38225F	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC040E1CB81	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0EBFB2C75	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC06EC43D04	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0A9F2B815	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0C8E212BA	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0B543FE10	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0BBE3CD40	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC06E90EA10	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC0D95ADE5E	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC03E84DB89	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC07AB490D5	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC08C811E99	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CC02B7B46B4	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CS02CC3D29A	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A6	CPI-CS0DC38225F	0.0	0.0	0.0203	0.0474	0.0	0.0	0.0585	0.0	0.0155	0.0	0.0018	0.0	0.0413	0.0361	0.0064	0.0314	0.0	0.0	0.0201	0.0	0.0244	0.0206	0.0	0.0	0.0	0.0	0.0097	0.0	0.0111	0.0069	0.0609	0.2175	0.0653
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC034DBCCAA	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0636430F1	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0AACB52FE	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC07E25FAAB	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0B3954C4C	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC008286DB5	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC008218017	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0812ABA9D	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC021A75EEC	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC031709092	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC049DDFB08	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0988B4ED4	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0C828C48C	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CS0C6A5253D	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
SLC6A8	P48029	True	SC6A8_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CS0BADCE0DB	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC034DBCCAA	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0636430F1	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0AACB52FE	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC07E25FAAB	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0B3954C4C	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC008286DB5	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC008218017	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0812ABA9D	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC021A75EEC	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC031709092	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC049DDFB08	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
GAD2	Q05329	True	DCE2_HUMAN	GABA_byGAD2_and_SLC6A8	CPI-CC0988B4ED4	0.0	0.0	0.0	0.032	0.0	0.0	0.0039	0.0	0.0	0.0	0.0018	0.0	0.0089	0.0086	0.0042	0.0	0.0	0.0	0.0	0.0	0.0065	0.0026	0.0	0.0	0.0	0.0	0.0048	0.0	0.0	0.0065	0.0	0.0088	0.0
