gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.ECM.0	MeV.ECM.1	MeV.ECM.2	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.EpithelialECad.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.Fib.5	MeV.Fib.6	MeV.FibCD34.7	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS070B19B57	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5D0183	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS06CD4A71F	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0975DD44D	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0A2EDD507	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC05BFEA73C	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B6964744	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DC1D35A7	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0E3F34DEF	0.0	0.1045	0.1289	0.1561	0.0514	0.135	0.0999	0.0518	0.0113	0.2092	0.1833	0.0951	0.0537	0.1027	0.2359	0.09	0.0675	0.0595	0.0689	0.088	0.1337	0.1432	0.2236	0.3178	0.0	0.0	0.1925	0.0553	0.2156	0.0864	0.1246	0.1147	0.0744	0.1142	0.1978
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS02435169C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0B4B01B4B	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0484FC19B	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09CF4D275	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS07C63C8BC	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS05D1E58B4	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS03D684E7D	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0EFE72F4B	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC07909859C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0C33FB78E	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0A8308C2C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0B415175C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00605BE5F	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS02435169C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0B4B01B4B	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0484FC19B	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09CF4D275	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS07C63C8BC	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS05D1E58B4	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS03D684E7D	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0EFE72F4B	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC07909859C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0C33FB78E	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0A8308C2C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0B415175C	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00605BE5F	0.0945	0.0643	0.2392	0.1939	0.2045	0.1035	0.0	0.1038	0.0493	0.4571	0.3304	0.3093	0.0542	0.0987	0.0683	0.0148	0.0	0.1153	0.2915	0.4341	0.3167	0.5059	0.6705	0.2607	0.0	0.042	0.4387	0.32	0.1023	0.1314	0.0597	0.0177	0.0131	0.0041	0.1031
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0C04EA74D	0.0	0.0	0.0	0.0091	0.0	0.0061	0.0	0.0	0.0	0.0	0.0044	0.0029	0.0	0.0	0.01	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0004	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS096A4BF1B	0.0	0.0	0.0	0.0091	0.0	0.0061	0.0	0.0	0.0	0.0	0.0044	0.0029	0.0	0.0	0.01	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0004	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0F46608E1	0.0	0.0	0.0	0.0091	0.0	0.0061	0.0	0.0	0.0	0.0	0.0044	0.0029	0.0	0.0	0.01	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0004	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS013047C58	0.0	0.0	0.0	0.0091	0.0	0.0061	0.0	0.0	0.0	0.0	0.0044	0.0029	0.0	0.0	0.01	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0004	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS03EEE6D2D	0.0	0.0	0.0	0.0091	0.0	0.0061	0.0	0.0	0.0	0.0	0.0044	0.0029	0.0	0.0	0.01	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0004	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0D9BFD8AF	0.0	0.0	0.0	0.0091	0.0	0.0061	0.0	0.0	0.0	0.0	0.0044	0.0029	0.0	0.0	0.01	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0004	0.0
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0A195F101	0.0	0.0	0.0	0.0091	0.0	0.0061	0.0	0.0	0.0	0.0	0.0044	0.0029	0.0	0.0	0.01	0.0436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0004	0.0
