MeV.1.4.1.index	MeV.1.4.1.Term	MeV.1.4.1.NES	MeV.1.4.1.FDR q-val	MeV.1.4.11.index	MeV.1.4.11.Term	MeV.1.4.11.NES	MeV.1.4.11.FDR q-val	MeV.1.4.12.index	MeV.1.4.12.Term	MeV.1.4.12.NES	MeV.1.4.12.FDR q-val	MeV.1.4.13.index	MeV.1.4.13.Term	MeV.1.4.13.NES	MeV.1.4.13.FDR q-val	MeV.1.4.15.index	MeV.1.4.15.Term	MeV.1.4.15.NES	MeV.1.4.15.FDR q-val	MeV.1.4.2.index	MeV.1.4.2.Term	MeV.1.4.2.NES	MeV.1.4.2.FDR q-val	MeV.1.4.21.index	MeV.1.4.21.Term	MeV.1.4.21.NES	MeV.1.4.21.FDR q-val	MeV.1.4.4.index	MeV.1.4.4.Term	MeV.1.4.4.NES	MeV.1.4.4.FDR q-val	MeV.1.4.5.index	MeV.1.4.5.Term	MeV.1.4.5.NES	MeV.1.4.5.FDR q-val	MeV.1.4.6.index	MeV.1.4.6.Term	MeV.1.4.6.NES	MeV.1.4.6.FDR q-val	MeV.1.4.7.index	MeV.1.4.7.Term	MeV.1.4.7.NES	MeV.1.4.7.FDR q-val	MeV.1.4.8.index	MeV.1.4.8.Term	MeV.1.4.8.NES	MeV.1.4.8.FDR q-val	MeV.2.1.index	MeV.2.1.Term	MeV.2.1.NES	MeV.2.1.FDR q-val	MeV.2.8.index	MeV.2.8.Term	MeV.2.8.NES	MeV.2.8.FDR q-val	MeV.3.17.index	MeV.3.17.Term	MeV.3.17.NES	MeV.3.17.FDR q-val	MeV.3.30.index	MeV.3.30.Term	MeV.3.30.NES	MeV.3.30.FDR q-val	MeV.4.1.index	MeV.4.1.Term	MeV.4.1.NES	MeV.4.1.FDR q-val	MeV.4.21.index	MeV.4.21.Term	MeV.4.21.NES	MeV.4.21.FDR q-val	MeV.4.26.index	MeV.4.26.Term	MeV.4.26.NES	MeV.4.26.FDR q-val	MeV.4.30.index	MeV.4.30.Term	MeV.4.30.NES	MeV.4.30.FDR q-val	MeV.4.31.index	MeV.4.31.Term	MeV.4.31.NES	MeV.4.31.FDR q-val	MeV.4.4.index	MeV.4.4.Term	MeV.4.4.NES	MeV.4.4.FDR q-val	MeV.NA.index	MeV.NA.Term	MeV.NA.NES	MeV.NA.FDR q-val
																																												48	endocytic vesicle membrane (GO:0030666)	1.611818183819336	0.0360050299664417																																												
																																												49	cytoplasmic side of endoplasmic reticulum membrane (GO:0098554)	1.609034934102409	0.0364813723743885																																												
																																												50	clathrin-coated endocytic vesicle membrane (GO:0030669)	1.6084126239790957	0.0360245053038137																																												
																																												51	autolysosome (GO:0044754)	1.6071411817513075	0.0358386937316277																																												
																																												52	secondary lysosome (GO:0005767)	1.602093751734562	0.0375921091988597																																												
																																												53	collagen-containing extracellular matrix (GO:0062023)	1.5962451359364862	0.0398814335758555																																												
																																												54	autophagosome (GO:0005776)	1.5919180616035231	0.0411841861056061																																												
																																												55	extracellular vesicle (GO:1903561)	1.591396298217207	0.0406298139879932																																												
																																												56	lumenal side of endoplasmic reticulum membrane (GO:0098553)	1.5898151640215512	0.0399280512655994																																												
																																												57	integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556)	1.5898151640215512	0.0399280512655994																																												
																																												58	mitochondrial respiratory chain complex IV (GO:0005751)	1.588779859740295	0.0398871620207817																																												
																																												59	platelet alpha granule (GO:0031091)	1.5868092684117645	0.0398645346633234																																												
																																												60	extracellular membrane-bounded organelle (GO:0065010)	1.5864069623337451	0.0394603459193169																																												
																																												61	secretory granule membrane (GO:0030667)	1.575003962589338	0.0448911434523196																																												
																																												62	autophagosome membrane (GO:0000421)	1.572362627873372	0.0454500276102567																																												
																																												63	exocytic vesicle membrane (GO:0099501)	1.572053506580515	0.044238753176451																																												
																																												64	synaptic vesicle membrane (GO:0030672)	1.572053506580515	0.044238753176451																																												
																																												65	heterotrimeric G-protein complex (GO:0005834)	1.5676261188286031	0.0459343167919137																																												
